MAG,ANNEE,MOIS,CA
6256,2021,6,236672.390
5326,2021,6,274178.910
4068,2021,6,182701.420
1018,2021,6,169997.870
8575,2021,6,63063.260
4957,2021,6,104454.650
4238,2021,6,148806.230
8706,2021,6,118326.860
5315,2021,6,326747.010
8004,2021,6,461924.850
5031,2021,6,334940.250
5043,2021,6,344311.260
5143,2021,6,518394.000
5034,2021,6,102994.870
7822,2021,6,359984.820
4291,2021,6,154737.860
6832,2021,6,192936.291
4269,2021,6,201323.040
6944,2021,6,185813.840
5259,2021,6,123722.570
1019,2021,6,200149.340
5345,2021,6,158881.270
5142,2021,6,75111.030
6706,2021,6,185323.840
6361,2021,6,188402.210
4998,2021,6,102146.680
5267,2021,6,260268.990
5247,2021,6,267176.240
5501,2021,6,140407.530
2116,2021,6,29435.588
5309,2021,6,106282.320
6731,2021,6,204268.780
8759,2021,6,338724.120
1043,2021,6,119868.540
6374,2021,6,159255.180
5202,2021,6,318748.150
5487,2021,6,224568.530
4175,2021,6,125360.160
5500,2021,6,97976.510
4275,2021,6,157684.610
5098,2021,6,131549.810
5015,2021,6,487739.100
5956,2021,6,479833.120
4818,2021,6,214088.980
5073,2021,6,326485.880
7773,2021,6,90137.150
4819,2021,6,124009.290
6041,2021,6,111020.590
5483,2021,6,393157.640
7731,2021,6,125387.750
4762,2021,6,167436.210
5351,2021,6,131090.630
4079,2021,6,179880.840
7797,2021,6,88015.350
6314,2021,6,41915.320
7141,2021,6,103815.990
4263,2021,6,206628.360
4230,2021,6,256669.760
6303,2021,6,329833.190
5184,2021,6,267859.920
4322,2021,6,280568.950
6257,2021,6,133494.890
4225,2021,6,193820.681
5361,2021,6,235396.600
8685,2021,6,95688.100
5636,2021,6,201987.910
7553,2021,6,131653.440
1020,2021,6,77543.340
4292,2021,6,90156.800
8113,2021,6,84402.380
5652,2021,6,226740.490
6669,2021,6,53430.850
4761,2021,6,190496.320
8405,2021,6,77025.070
4741,2021,6,177717.600
4163,2021,6,31742.500
5987,2021,6,181024.570
6203,2021,6,204312.340
4314,2021,6,213003.770
4155,2021,6,186839.360
1022,2021,6,112369.330
4267,2021,6,175689.160
7008,2021,6,331107.000
5296,2021,6,157448.790
1046,2021,6,70779.340
4139,2021,6,224136.520
4193,2021,6,137141.700
4969,2021,6,95453.590
6739,2021,6,142521.330
8684,2021,6,146136.520
6524,2021,6,66990.320
5208,2021,6,160117.120
6355,2021,6,73694.820
2122,2021,6,124258.770
6991,2021,6,150732.310
7105,2021,6,87953.540
5630,2021,6,56549.380
2131,2021,6,17434.530
5028,2021,8,438571.060
4078,2021,8,172998.390
7828,2021,8,439206.030
8190,2021,8,152049.330
1103,2021,8,204629.150
5242,2021,8,158153.460
1018,2021,8,109726.600
4422,2021,8,192832.900
6377,2021,8,131837.550
6981,2021,8,357620.070
4219,2021,8,249664.720
5018,2021,8,177566.700
4840,2021,8,184972.930
4331,2021,8,113114.910
5661,2021,8,86237.410
5208,2021,8,146634.070
6307,2021,8,160393.590
6354,2021,8,166553.210
8550,2021,8,47149.410
4764,2021,8,181361.180
7840,2021,8,148268.490
9295,2021,8,114966.120
5194,2021,8,64242.610
6361,2021,8,165222.340
5802,2021,8,76906.820
7104,2021,8,61963.820
4193,2021,8,120540.250
4968,2021,8,138431.760
6257,2021,8,97119.821
8232,2021,8,117024.130
6970,2021,8,335392.430
4461,2021,8,434950.780
4959,2021,8,131466.430
4834,2021,8,134474.600
8584,2021,8,69715.450
7724,2021,8,72565.900
4149,2021,8,252501.343
6302,2021,8,125538.092
1043,2021,8,158308.640
4378,2021,8,143915.320
6968,2021,8,164614.300
6311,2021,8,98694.699
5163,2021,8,152275.330
8750,2021,8,156840.450
4830,2021,8,137739.920
5078,2021,8,165478.570
6326,2021,8,172987.360
1046,2021,8,135393.110
6988,2021,8,136036.190
8616,2021,8,109905.190
6284,2021,8,178591.700
6355,2021,8,75253.800
4249,2021,8,334330.480
5313,2021,8,93721.380
4145,2021,8,98499.414
6126,2021,8,94849.700
4212,2021,8,146789.300
4293,2021,8,82691.820
4328,2021,8,144294.610
6897,2021,8,159057.890
4367,2021,8,89044.290
5206,2021,8,102859.470
6360,2021,8,202250.140
8044,2021,8,214272.040
4151,2021,8,287472.540
8117,2021,8,90983.070
4179,2021,8,144854.250
6327,2021,8,121122.950
4100,2021,8,131328.730
5098,2021,8,113834.960
8043,2021,8,208133.000
6263,2021,8,43904.810
6183,2021,8,124297.840
4774,2021,8,125576.660
4257,2021,8,99399.990
4081,2021,8,199569.356
4335,2021,8,89671.050
7776,2021,8,121007.030
4354,2021,8,118282.880
8706,2021,8,78749.410
4844,2021,8,56469.810
4418,2021,8,162105.640
4836,2021,8,142211.870
4739,2021,8,76543.694
4970,2021,8,116715.520
5082,2021,8,146784.260
1009,2021,8,206315.740
5618,2021,8,84810.380
8502,2021,8,105637.000
4421,2021,8,178708.710
7987,2021,8,152374.130
4455,2021,8,158976.450
6676,2021,8,39031.380
4801,2021,8,81539.230
8575,2021,8,65788.860
6601,2021,8,174577.110
5315,2021,8,231634.940
4321,2021,8,94873.270
6605,2021,8,102629.300
8743,2021,8,121865.358
4292,2021,8,55184.090
5656,2021,8,103565.590
6259,2021,8,151238.360
6335,2021,8,109940.820
6686,2021,8,131761.430
4762,2021,8,158520.650
5400,2021,8,105952.160
6536,2021,8,9588.820
6641,2021,8,169156.050
5522,2021,7,215525.100
7822,2021,7,291168.400
5629,2021,7,106209.640
5705,2021,7,242115.840
4068,2021,7,168424.600
8230,2021,7,538994.330
5408,2021,7,424774.540
6505,2021,7,61691.190
7550,2021,7,185110.520
4093,2021,7,349116.560
6738,2021,7,260121.950
7732,2021,7,134286.890
4227,2021,7,225787.160
5844,2021,7,220125.280
6207,2021,7,153020.080
5182,2021,7,419544.450
4418,2021,7,180612.290
6842,2021,7,197648.700
4325,2021,7,159498.060
5123,2021,7,166314.920
8383,2021,7,634177.710
4788,2021,7,177827.200
4263,2021,7,183966.430
6323,2021,7,209095.910
5064,2021,7,162768.170
6464,2021,7,145374.070
4159,2021,7,52287.220
4269,2021,7,186838.230
4737,2021,7,238995.670
6783,2021,7,43720.270
5294,2021,7,259711.539
8743,2021,7,133972.342
6243,2021,7,109888.800
8651,2021,7,76824.040
5259,2021,7,118437.960
5671,2021,7,254248.670
4197,2021,7,228158.070
6333,2021,7,217398.010
4382,2021,7,217694.040
4170,2021,7,212988.870
4115,2021,7,145231.580
6970,2021,7,448222.760
5011,2021,7,316469.370
4848,2021,7,163866.310
6244,2021,7,170501.930
5565,2021,7,372662.060
6373,2021,7,398432.850
5230,2021,7,117302.080
5315,2021,7,286140.260
7727,2021,7,187304.310
6863,2021,7,93007.970
4155,2021,7,155828.920
6670,2021,7,72149.580
8655,2021,7,123128.890
6361,2021,7,182401.280
4359,2021,7,45662.900
8693,2021,7,262949.730
5580,2021,7,266880.730
5348,2021,7,202491.520
7969,2021,7,161060.410
4613,2021,7,131146.780
4840,2021,7,189408.770
6188,2021,7,147263.870
8048,2021,7,411491.500
4223,2021,7,199411.510
8706,2021,7,105056.540
4151,2021,7,341485.850
5034,2021,7,201382.240
6874,2021,7,221570.170
5987,2021,7,90907.120
5956,2021,7,367224.760
4086,2021,7,167416.260
4818,2021,7,222298.620
8307,2021,7,137269.940
5928,2021,7,281764.090
5661,2021,7,105851.980
4462,2021,7,193236.770
5132,2021,7,148354.290
4415,2021,7,214295.070
8630,2021,7,86892.870
5574,2021,7,104450.560
6371,2021,7,260955.020
4345,2021,7,133417.350
4085,2021,7,152279.350
4291,2021,7,143010.170
7650,2021,7,192839.910
5206,2021,7,119263.950
4248,2021,7,248475.560
8685,2021,7,80864.910
7076,2021,7,145226.110
8019,2021,7,367459.640
4739,2021,7,86457.806
4836,2021,7,137613.800
5296,2021,7,138979.790
5227,2021,7,99676.970
6160,2021,7,76357.390
6122,2021,7,161153.870
4127,2021,7,166052.990
5906,2021,7,193867.120
4975,2021,7,159171.400
4741,2021,7,143160.470
4220,2021,7,116656.490
4275,2021,7,142997.800
4096,2021,7,106625.980
6088,2021,7,85382.800
7729,2021,7,361504.660
4356,2021,7,71930.060
4790,2021,7,46467.778
4213,2021,7,87722.770
5981,2021,7,288709.000
1054,2021,8,33519.860
4226,2021,9,262815.950
5802,2021,9,104683.410
5498,2021,9,624143.580
5580,2021,9,320086.550
4427,2021,9,227959.940
5567,2021,9,148561.590
5162,2021,9,123080.770
5082,2021,9,163246.610
4975,2021,9,159618.410
5511,2021,9,239046.600
4114,2021,9,159901.550
5045,2021,9,442467.380
5202,2021,9,311945.900
6254,2021,9,126188.780
8237,2021,9,68013.890
8004,2021,9,418094.520
4193,2021,9,130923.270
4465,2021,9,333315.410
4147,2021,9,338464.400
5267,2021,9,245048.360
6106,2021,9,192646.650
4081,2021,9,233570.865
6890,2021,9,121370.642
4323,2021,9,363123.530
5009,2021,9,246645.890
4276,2021,9,289633.470
8224,2021,9,77944.570
4336,2021,9,172475.380
5481,2021,9,392373.380
6997,2021,9,127474.760
6302,2021,9,136694.243
7076,2021,9,41381.580
4410,2021,9,186521.460
4369,2021,9,108858.010
4388,2021,9,333785.950
4778,2021,9,73873.910
4175,2021,9,113495.290
1043,2021,9,241664.720
5396,2021,9,254119.130
6753,2021,9,415451.830
6323,2021,9,250163.420
6207,2021,9,158720.420
7515,2021,9,181458.770
6013,2021,9,91006.810
4223,2021,9,242223.390
4354,2021,9,172354.280
4767,2021,9,149536.890
4462,2021,9,177252.530
4970,2021,9,119129.950
6321,2021,9,238285.140
4227,2021,9,248817.960
8792,2021,9,109532.870
4349,2021,9,105049.420
4139,2021,9,217845.190
5738,2021,9,102016.900
4355,2021,9,112465.690
6942,2021,9,134858.680
5022,2021,9,278012.426
4181,2021,9,110934.080
5120,2021,9,146417.838
4608,2021,9,124952.800
5438,2021,9,215372.000
4112,2021,9,58080.940
5629,2021,9,102903.340
4386,2021,9,112589.120
4394,2021,9,142476.450
5145,2021,9,177179.920
6958,2021,9,220354.711
6723,2021,9,51699.690
8649,2021,9,90463.250
4207,2021,9,99133.140
6088,2021,9,73908.610
6330,2021,9,104033.040
6278,2021,9,142877.460
6177,2021,9,72538.400
6355,2021,9,100259.620
6105,2021,9,64198.550
4213,2021,9,81728.880
4253,2021,9,20437.950
2120,2021,9,6429.542
8670,2021,9,30541.480
4106,2021,9,30333.760
5483,2021,10,367143.150
5550,2021,10,208960.380
8054,2021,10,528606.230
6335,2021,10,153618.570
4737,2021,10,151393.100
4388,2021,10,330703.030
4223,2021,10,246986.800
5561,2021,10,241791.500
6753,2021,10,489167.440
8362,2021,10,176447.447
4235,2021,10,222033.550
4298,2021,10,149266.720
5390,2021,10,299542.770
8179,2021,10,821905.930
5035,2021,10,174453.390
4964,2021,10,186933.330
6240,2021,10,273325.360
4179,2021,10,242789.510
4775,2021,10,176363.960
5522,2021,10,237530.010
6834,2021,10,209272.498
5580,2021,10,310044.900
5017,2021,10,465778.520
1141,2021,10,91853.240
4841,2021,10,139702.790
5222,2021,10,309633.830
6339,2021,10,168022.600
6739,2021,10,142488.740
4313,2021,10,248018.530
6890,2021,10,132335.586
6845,2021,10,151392.760
5928,2021,10,343727.570
4349,2021,10,108145.970
4295,2021,10,108036.400
4253,2021,10,17122.460
4134,2021,10,155700.500
4194,2021,10,184021.180
6337,2021,10,264547.260
4421,2021,10,210311.370
6258,2021,10,364069.290
4072,2021,10,151508.840
6361,2021,10,186400.930
5663,2021,10,186062.800
5246,2021,10,400229.270
4262,2021,10,299440.490
4366,2021,10,110408.210
4079,2021,10,182323.900
6970,2021,10,563624.250
5523,2021,10,244502.490
4086,2021,10,193106.320
5120,2021,10,152857.549
4329,2021,10,125388.840
1116,2021,10,126602.690
4297,2021,10,204906.450
1052,2021,10,115389.880
4078,2021,10,234551.910
6303,2021,10,302245.290
4248,2021,10,261011.580
6637,2021,10,57499.150
4765,2021,10,203584.720
5320,2021,10,315931.580
2057,2021,10,189778.010
6842,2021,10,242908.170
4263,2021,10,199316.560
6745,2021,10,157540.450
6273,2021,10,159827.770
4827,2021,10,152021.150
6086,2021,10,118001.250
6308,2021,10,176101.540
8685,2021,10,147278.980
6234,2021,10,122467.880
6285,2021,10,209157.800
6787,2021,10,208837.330
5927,2021,10,212211.510
5414,2021,10,124108.220
2144,2021,10,27178.881
5308,2021,10,192426.970
1064,2021,10,15426.579
1021,2021,5,13621.330
2125,2021,5,23220.720
2148,2021,9,16140.130
6462,2021,7,21843.270
6477,2021,7,43309.760
8060,2021,6,79552.280
4352,2021,7,144189.790
7563,2021,6,12646.260
6744,2021,6,2718.230
4190,2021,11,302382.570
5034,2021,11,240333.230
5075,2021,11,395644.950
4223,2021,11,250383.680
4365,2021,11,311670.080
6888,2021,11,252980.040
4608,2021,11,128264.280
8655,2021,11,123610.500
5569,2021,11,495174.150
4427,2021,11,236382.660
6106,2021,11,153024.580
5043,2021,11,318646.430
4127,2021,11,173713.790
1015,2021,11,121478.590
4170,2021,11,243665.480
4221,2021,11,149761.520
4212,2021,11,216714.530
5401,2021,11,239864.290
6750,2021,11,351960.800
4290,2021,11,197157.600
5013,2021,11,579241.330
4343,2021,11,182873.920
4216,2021,11,203112.280
5361,2021,11,199370.851
4171,2021,11,296213.030
6273,2021,11,165247.062
4355,2021,11,110804.620
5340,2021,11,253276.368
6125,2021,11,326936.247
4380,2021,11,210759.620
5222,2021,11,308245.065
5365,2021,11,221841.940
8019,2021,11,399598.080
4411,2021,11,176426.020
4978,2021,11,221035.260
4072,2021,11,155154.400
5927,2021,11,205946.200
6262,2021,11,231394.260
5487,2021,11,188373.300
4145,2021,11,141587.788
6834,2021,11,182768.890
5450,2021,11,167913.150
6326,2021,11,187382.180
4342,2021,11,148649.860
4151,2021,11,428018.370
4412,2021,11,111934.832
8685,2021,11,145253.640
2118,2021,11,117977.880
6866,2021,11,293324.031
5248,2021,11,196179.250
4162,2021,11,73142.970
6337,2021,11,248250.590
6799,2021,11,196439.099
1137,2021,11,54771.060
6263,2021,11,71993.150
4339,2021,11,163279.400
5027,2021,11,231300.967
6302,2021,11,129950.822
6360,2021,11,275653.160
6223,2021,11,202380.880
6278,2021,11,130269.100
4228,2021,11,116295.482
5247,2021,11,236091.290
5078,2021,11,146562.050
4293,2021,11,96857.560
4416,2021,11,127186.800
7341,2021,11,145994.170
5304,2021,11,4167.010
4387,2021,11,140749.240
6637,2021,11,52477.040
6257,2021,11,133420.092
2143,2021,11,10945.086
6352,2021,11,2387.150
5295,2022,1,239456.310
5481,2021,12,384685.979
5547,2021,12,181061.090
5705,2022,1,270218.580
5565,2021,12,415131.450
5400,2021,12,165956.890
4742,2022,1,98104.800
4270,2021,12,162778.750
8230,2021,12,614766.290
5015,2021,12,470845.720
5803,2021,12,207078.530
5379,2021,12,481663.438
4358,2021,12,188709.352
4372,2021,12,158158.160
5003,2022,1,333122.800
6355,2022,1,76665.000
4329,2021,12,126872.230
5098,2021,12,131784.220
1150,2021,12,193041.950
5142,2022,1,55824.290
4272,2022,1,124556.695
5414,2021,12,116871.600
4259,2021,12,266540.790
4342,2021,12,71822.020
4457,2021,12,157685.400
4105,2022,1,194263.860
8019,2021,12,391003.807
4283,2022,1,86796.290
5483,2021,12,374120.380
5309,2021,12,103463.310
4956,2021,12,213117.070
4268,2021,12,124403.220
6842,2021,12,232482.520
4245,2021,12,380856.070
4324,2022,1,208784.130
5815,2021,6,221209.360
4108,2021,6,88045.950
6477,2021,6,106868.120
6213,2021,8,427568.380
6712,2021,8,163346.300
5705,2021,8,220353.870
4380,2021,8,140923.070
5268,2021,8,46189.970
5241,2021,8,130388.560
5398,2021,8,189672.000
4406,2021,8,78220.840
4034,2021,8,89390.740
7959,2021,7,196633.990
5089,2021,7,265108.490
4377,2021,7,211099.380
4772,2021,7,132801.710
4457,2021,7,160424.130
6256,2021,7,230039.120
6196,2021,7,61368.430
5242,2021,7,187885.770
7704,2021,7,89483.360
8792,2021,7,169010.230
5455,2021,7,65109.940
2107,2021,7,52989.250
6847,2021,7,124698.750
6122,2021,9,158811.810
6341,2021,9,232326.740
5047,2021,9,176253.160
4159,2021,9,61752.690
6093,2021,9,207993.720
6274,2021,9,129690.010
5173,2021,9,170997.460
8269,2021,9,34649.800
4218,2021,9,180382.630
5247,2021,9,249754.500
8117,2021,9,70825.990
2125,2021,9,67638.010
4737,2021,9,249972.220
5574,2021,9,126920.140
4270,2021,9,155199.650
6253,2021,9,109295.180
6399,2021,9,70028.720
2119,2021,9,72512.530
4308,2021,9,118001.680
4439,2021,9,29257.460
5363,2021,9,238809.480
8674,2021,9,25708.080
1018,2021,10,171806.570
6714,2021,10,99242.480
4187,2021,10,67653.370
5241,2021,10,162532.910
4957,2021,10,128607.760
4085,2021,10,174828.280
4209,2021,10,150671.950
6284,2021,10,282017.610
4323,2021,10,383399.090
4151,2021,10,458926.820
6712,2021,10,210829.650
5450,2021,10,172892.090
4415,2021,10,242833.700
5059,2021,10,231268.973
5599,2021,10,198205.970
5339,2021,10,212480.870
6200,2021,10,67829.410
5244,2021,10,140440.770
5230,2021,10,121631.870
5248,2021,10,199394.410
5400,2021,10,134609.260
8655,2021,10,134483.710
4326,2021,10,158567.220
5661,2021,10,126927.030
2125,2021,10,68356.440
5321,2021,10,147180.110
2131,2021,10,36987.360
1155,2021,10,23110.378
6548,2021,7,26459.760
1139,2021,9,12028.960
7130,2021,6,13653.010
5621,2021,11,146930.760
4160,2021,11,154323.310
4462,2021,11,204825.640
4846,2021,11,188946.040
4820,2021,11,305078.420
5573,2021,11,744179.308
4133,2021,11,209219.130
6698,2021,11,129664.240
6877,2021,11,120900.040
1064,2021,11,84089.746
6243,2021,11,128467.130
4970,2021,11,136334.540
6330,2021,11,111048.609
2142,2021,11,16793.603
5809,2022,1,202524.550
4252,2022,1,158829.330
6228,2021,12,227988.879
6244,2021,12,176487.120
6330,2021,12,107331.448
4291,2021,12,147510.990
5694,2022,1,405983.275
5618,2021,9,152244.680
4360,2021,11,131761.040
4227,2021,12,231491.550
8182,2021,9,433.420
6669,2021,9,2391.980
4800,2021,3,7572.350
4352,2022,1,464194.270
5259,2022,1,136060.900
4975,2021,12,181679.930
4964,2021,12,172810.080
6888,2022,1,259835.810
4194,2021,12,189835.470
5299,2021,12,205840.630
4956,2022,1,197020.970
6331,2021,12,92989.600
1165,2021,12,109576.910
2106,2021,12,69319.520
5043,2022,1,337853.400
4763,2022,1,172617.450
6220,2021,12,134408.610
4325,2022,1,198442.910
1159,2022,1,94550.251
5058,2021,12,122361.430
6308,2022,1,162751.545
4370,2021,12,164189.070
4127,2021,12,187324.090
5363,2021,12,208446.120
4242,2021,12,392248.327
7959,2022,1,199746.030
5123,2021,12,182958.200
4205,2021,12,153195.370
4365,2021,12,300292.390
4370,2022,1,167342.570
5361,2022,1,200208.348
4226,2022,1,272902.170
4365,2022,1,312282.030
4088,2022,1,150153.740
8179,2022,1,843994.909
6253,2022,1,107212.270
6105,2022,1,70604.580
6834,2022,1,190008.100
6326,2021,12,192750.610
4327,2021,12,408326.140
5501,2021,12,129957.840
4078,2021,12,221660.320
5313,2021,12,132720.070
5529,2022,1,209573.910
8591,2021,12,18796.800
4223,2021,12,180186.770
1015,2022,1,131546.130
5326,2021,12,260649.920
4257,2022,1,141736.150
4277,2022,1,105301.280
4378,2021,12,162232.840
4205,2022,1,167501.910
4082,2022,1,101402.660
1054,2021,12,89598.230
5339,2022,1,218304.420
4366,2021,12,109278.920
9295,2021,12,139237.410
4191,2022,1,317060.832
1123,2022,1,109298.420
4093,2022,1,418201.920
6250,2022,1,191955.840
5011,2021,12,338594.130
4258,2022,1,190956.700
1131,2021,12,381151.488
6291,2022,1,135627.670
6698,2022,1,136171.080
5568,2022,1,272458.200
4458,2022,1,182682.690
6270,2021,12,397180.660
1013,2021,12,148989.570
4211,2021,12,164679.520
6968,2021,12,188008.577
5089,2022,1,330137.520
2057,2021,12,212056.630
4831,2022,1,175177.290
4081,2022,1,235650.601
6126,2021,12,120427.450
4170,2022,1,252907.060
5809,2021,12,195435.690
5619,2022,1,116335.140
8750,2022,1,167005.030
4187,2021,12,65240.710
5045,2022,1,420147.350
5524,2022,1,175831.260
5486,2022,1,217071.788
4842,2022,1,221853.680
5263,2021,12,136932.350
2125,2022,1,64128.010
5321,2022,1,138423.680
5036,2022,1,357187.348
4118,2021,12,99554.430
1149,2022,1,110591.820
5438,2022,1,215572.470
4767,2021,12,149635.130
4610,2021,12,87813.080
2122,2021,12,104826.150
5173,2022,1,195826.570
4818,2022,1,212212.660
5507,2021,12,146775.010
5298,2021,12,253546.660
4374,2022,1,132754.870
5523,2021,12,241268.510
4244,2022,1,111278.840
4966,2021,12,152409.150
5252,2022,1,237174.840
5070,2022,1,363966.640
5078,2022,1,150593.410
6088,2022,1,65217.430
4840,2022,1,141674.610
4270,2022,1,162168.730
4072,2021,12,157536.300
8649,2021,12,84087.480
6284,2022,1,266012.510
5722,2021,12,141223.410
4219,2022,1,370800.930
6877,2022,1,123892.880
4391,2021,12,166060.550
6038,2021,12,125441.250
6739,2021,12,124842.740
6125,2022,1,336901.370
4160,2022,1,130404.520
4425,2022,1,114678.980
5056,2022,1,77298.960
6183,2021,12,147561.390
8706,2021,12,112581.260
5365,2022,1,234233.440
5089,2021,12,326048.270
5629,2022,1,107549.430
5097,2022,1,196893.310
4147,2022,1,349095.358
6214,2022,1,212805.690
4736,2022,1,386987.172
2140,2021,12,18230.656
6197,2021,12,106895.130
6170,2022,1,198869.630
4391,2022,1,165790.010
5248,2022,1,205387.530
5550,2022,1,202030.100
5246,2022,1,408622.020
4849,2021,12,125252.560
2144,2021,12,24867.465
2144,2022,1,18359.693
4966,2022,1,42915.020
5398,2022,1,235681.230
4096,2022,1,104781.680
6895,2021,12,249934.820
6637,2022,1,47794.950
5073,2021,12,261539.870
1021,2022,1,63918.310
5428,2022,1,320347.860
5428,2021,12,307799.890
6200,2022,1,68142.420
6859,2021,12,248066.670
2175,2022,1,1899.922
1194,2021,12,11645.640
6836,2022,1,153002.840
2131,2022,1,33299.440
4969,2021,12,105823.250
5569,2022,1,506512.980
4354,2022,1,185617.550
5206,2022,1,140642.460
6201,2021,12,12432.740
4836,2022,1,133722.410
8315,2021,12,360422.730
6041,2021,12,105675.090
4083,2021,12,92776.370
5082,2022,1,166701.960
4841,2021,12,145189.210
1014,2022,1,181522.060
2135,2021,12,656.840
4739,2021,12,105583.065
4739,2022,1,111390.362
2166,2022,1,9417.616
8743,2021,12,152747.117
2133,2021,12,11861.470
6317,2022,1,33731.250
6317,2021,12,32189.510
4286,2022,1,287250.780
4167,2022,1,24730.880
4107,2022,1,253411.415
2172,2021,12,69.670
2170,2021,11,0.000
2153,2021,12,0.154
2157,2022,1,9961.080
4135,2022,2,187533.560
6325,2022,2,397142.860
5523,2022,2,204834.419
5680,2022,2,247647.290
4758,2022,2,233373.480
5450,2022,2,147333.340
6093,2022,2,121587.540
5031,2022,2,284215.710
4280,2022,2,199396.300
5647,2022,2,271933.480
8367,2022,2,353973.653
4257,2022,2,125886.470
4240,2022,2,197395.990
5809,2022,2,180918.300
4741,2022,2,144230.040
6329,2022,2,481899.700
5414,2022,2,94546.310
5104,2022,2,133374.480
2184,2022,2,9896.574
5619,2022,2,113618.450
4162,2022,2,63628.520
4978,2022,2,172228.480
6944,2022,2,190136.080
4427,2022,2,231073.940
4462,2022,2,147197.890
4360,2022,2,113556.140
4772,2022,2,112052.320
4773,2022,2,61929.280
6326,2022,2,172822.560
4191,2022,2,285058.522
6334,2022,2,223999.080
4767,2022,2,137336.280
4150,2022,2,241366.845
4831,2022,2,155305.810
6739,2022,2,111147.240
2159,2022,2,13482.487
8383,2022,2,680684.800
6997,2022,2,116483.260
8591,2022,2,37744.200
5248,2022,2,184264.740
8034,2022,2,161619.120
4222,2022,2,188046.743
4242,2022,2,363170.540
5569,2022,2,420315.800
5009,2022,2,245951.420
6890,2022,2,116971.242
2116,2022,2,29777.093
1131,2022,2,387634.510
5739,2022,2,276533.020
8045,2022,2,144868.060
1168,2022,2,62433.170
1108,2022,2,115334.670
5637,2022,2,641412.319
5047,2022,2,167361.440
6778,2022,2,76479.530
6088,2022,2,61397.500
6253,2022,2,98240.240
5142,2022,2,52749.860
4211,2022,2,156521.430
5303,2022,2,275427.701
4070,2022,2,335130.330
6388,2022,2,100125.780
4382,2022,2,179990.180
5705,2022,2,246126.100
5742,2022,2,129569.800
1136,2022,2,202158.520
4816,2022,2,160904.820
4269,2022,2,185617.950
4117,2022,2,80595.320
5498,2022,2,657390.866
1139,2022,2,133996.128
5227,2022,2,89999.740
4312,2022,2,197510.330
7959,2022,2,180428.450
4605,2022,2,295044.030
6706,2022,2,161176.900
4272,2022,2,111304.869
8369,2022,2,127625.710
6845,2022,2,117964.120
8685,2022,2,113507.100
1009,2022,2,202553.700
4419,2022,2,185864.390
4278,2022,2,169915.710
4325,2022,2,174444.150
4206,2022,2,111007.530
5307,2022,2,226695.580
1155,2022,2,193668.618
5202,2022,2,283787.110
4318,2022,2,182471.280
2109,2022,2,20470.502
2150,2022,2,62426.245
4791,2022,2,58315.520
4244,2022,2,100329.750
1165,2022,2,104999.140
6220,2022,2,85185.600
4957,2022,2,92112.700
4349,2022,2,99410.310
4829,2022,2,170136.920
4768,2022,2,175185.670
6942,2022,2,126137.270
6196,2022,2,68058.460
5080,2022,3,127907.350
4814,2022,3,111299.460
5370,2022,3,567154.390
7574,2022,3,311807.200
4340,2022,3,153679.030
8206,2022,3,321386.472
5308,2022,3,181046.260
4094,2022,3,329975.120
5694,2022,3,416164.265
5396,2022,3,255624.690
5705,2022,3,274105.820
4247,2022,3,229387.320
4152,2022,3,347542.317
1157,2022,3,50097.695
4735,2022,3,362610.950
6278,2022,3,137240.770
5164,2022,3,407594.768
6121,2022,3,162432.310
4391,2022,3,161096.260
6944,2022,3,203871.700
6859,2022,3,265213.220
5104,2022,3,151898.530
5652,2022,3,218783.200
4394,2022,3,142205.960
6700,2022,3,250419.820
1114,2022,3,137926.280
6264,2022,3,247589.990
4220,2022,3,144424.970
2136,2022,3,12493.312
4326,2022,3,174435.470
4377,2022,3,234165.510
8649,2022,3,96417.282
1149,2022,3,106483.700
1169,2022,3,119386.667
4780,2022,3,90760.180
4329,2022,3,111420.280
5802,2022,3,108744.520
6311,2022,3,117353.197
4341,2022,3,316317.560
6125,2022,3,326304.510
5252,2022,3,235757.150
6755,2022,3,299991.140
5017,2022,3,429129.820
8111,2022,3,179325.525
6335,2022,3,148505.550
6182,2022,3,437215.520
4134,2022,3,162322.470
1030,2022,3,107641.309
4961,2022,3,99138.440
5567,2022,3,149087.180
4322,2022,3,277067.900
5009,2022,3,308416.250
4274,2022,3,278502.310
4089,2022,3,287762.580
5294,2022,3,311070.643
6270,2022,3,420814.059
6286,2022,3,273856.310
2107,2022,3,63084.670
4118,2022,3,109966.380
4151,2022,3,415793.990
5296,2022,3,171020.310
5318,2022,3,137970.590
6711,2022,3,232077.570
5414,2022,3,109736.910
4969,2022,3,83979.460
5361,2022,3,202472.342
4263,2022,3,183194.340
2106,2022,3,73620.950
6256,2022,3,220423.510
2130,2022,3,66079.530
5230,2022,3,128892.580
5141,2022,3,130373.050
5047,2022,3,193407.230
8034,2022,3,181027.820
4308,2022,3,124234.010
8043,2022,3,280414.930
7516,2022,3,214486.660
2141,2022,3,17795.613
4836,2022,3,136206.090
4367,2022,3,113213.190
1160,2022,3,58694.841
1148,2022,3,51475.720
6177,2022,3,74830.804
8792,2022,3,87494.280
4150,2022,3,275470.522
4179,2022,3,228225.590
5120,2022,3,156042.418
4335,2022,3,112275.560
5498,2022,3,735109.513
2131,2022,3,57559.640
1189,2022,3,182399.262
2161,2022,3,23398.437
2146,2022,3,6923.509
